timestamp,frame_id,cctv_name,vehicle_id,speed,lane,raw_lane,dwell_time,bbox
2026-04-22 11:17:00,350,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),77,2.53,2,2,1.73,"[568, 70, 620, 143]"
2026-04-22 11:17:00,350,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),57,0.43,2,2,1.73,"[593, 48, 638, 112]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),1,0.29,0,0,32.88,"[502, 91, 544, 135]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),3,0.68,2,2,32.88,"[521, 112, 584, 176]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),27,0.69,2,2,28.9,"[463, 146, 548, 227]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),33,2.31,0,0,26.12,"[396, 119, 479, 179]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),66,0.74,0,0,13.74,"[233, 157, 392, 235]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),80,0.0,1,1,8.75,"[102, 218, 433, 427]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),4,0.14,2,2,8.47,"[573, 79, 622, 150]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),2,1.04,0,0,6.37,"[537, 82, 582, 116]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),77,0.92,2,2,5.69,"[574, 73, 620, 133]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),99,0.0,0,0,0.64,"[17, 227, 149, 372]"
2026-04-22 11:17:03,385,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),57,0.42,2,2,0.39,"[592, 51, 640, 117]"
2026-04-22 11:17:06,420,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),1,0.07,0,0,35.99,"[520, 87, 564, 128]"
2026-04-22 11:17:06,420,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),3,0.11,2,2,35.99,"[532, 112, 591, 171]"
