timestamp,frame_id,cctv_name,state,avg_speed,vehicle_count,lane_count,accident
2026-04-22 11:17:06,420,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,0.8,9,3,False
2026-04-22 11:17:09,454,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,0.85,11,3,False
2026-04-22 11:17:12,491,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,0.93,8,3,False
2026-04-22 11:17:15,526,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,0.98,8,3,False
2026-04-22 11:17:18,564,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.05,5,3,False
2026-04-22 11:17:22,605,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.06,8,3,False
2026-04-22 11:17:25,644,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.06,7,3,False
2026-04-22 11:17:29,682,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.05,8,3,False
2026-04-22 11:17:32,710,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.09,4,3,False
2026-04-22 11:17:35,748,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.11,3,3,False
2026-04-22 11:17:38,785,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.09,4,3,False
2026-04-22 11:17:41,827,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.12,6,3,False
2026-04-22 11:17:45,869,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.11,6,3,False
2026-04-22 11:17:48,905,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.19,6,3,False
2026-04-22 11:17:51,943,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.31,7,3,False
2026-04-22 11:17:54,980,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.46,4,3,False
2026-04-22 11:17:57,1017,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.53,8,3,False
2026-04-22 11:18:00,1054,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.57,8,3,False
2026-04-22 11:18:03,1072,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.59,7,3,False
2026-04-22 11:18:06,1118,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.57,5,3,False
