timestamp,frame_id,cctv_name,event_message
2026-04-22 11:14:15,4207,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:15,4207,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:18,4258,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:18,4258,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:18,4258,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:18,4258,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:18,4258,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:18,4258,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:18,4258,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:18,4258,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:21,4307,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:21,4307,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:21,4307,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:21,4307,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:21,4307,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:21,4307,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:21,4307,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:21,4307,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:24,4359,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:24,4359,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:24,4359,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:24,4359,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:24,4359,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:24,4359,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:24,4359,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:24,4359,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:27,4406,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:27,4406,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:27,4406,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:27,4406,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:27,4406,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:27,4406,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:27,4406,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:27,4406,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:30,4456,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:30,4456,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:30,4456,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:30,4456,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:30,4456,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:30,4456,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:30,4456,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:30,4456,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:34,4498,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:34,4498,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:34,4498,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:34,4498,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:34,4498,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:34,4498,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:34,4498,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:34,4498,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:37,4546,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:37,4546,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:37,4546,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:37,4546,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:37,4546,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:37,4546,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:37,4546,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:37,4546,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:40,4588,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:40,4588,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:40,4588,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:40,4588,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:40,4588,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:40,4588,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:40,4588,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:40,4588,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:43,4633,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:43,4633,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:43,4633,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:43,4633,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:43,4633,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:43,4633,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:43,4633,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:43,4633,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:46,4677,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:46,4677,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:46,4677,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:46,4677,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:46,4677,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:46,4677,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:46,4677,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:46,4677,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:49,4717,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:49,4717,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:49,4717,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:49,4717,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:49,4717,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:49,4717,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:49,4717,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:49,4717,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:53,4755,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:53,4755,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:53,4755,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:53,4755,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:53,4755,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:53,4755,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:53,4755,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:53,4755,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:56,4801,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:56,4801,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:56,4801,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:56,4801,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:56,4801,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:56,4801,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:56,4801,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:56,4801,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:59,4845,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:14:59,4845,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:14:59,4845,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:14:59,4845,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:14:59,4845,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:14:59,4845,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:14:59,4845,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:14:59,4845,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:02,4882,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:15:02,4882,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:15:02,4882,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:02,4882,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:15:02,4882,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:15:02,4882,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:15:02,4882,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:15:02,4882,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:05,4920,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:15:05,4920,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:15:05,4920,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:05,4920,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:15:05,4920,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:15:05,4920,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:15:05,4920,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:15:05,4920,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:09,4956,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:15:09,4956,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:15:09,4956,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:09,4956,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:15:09,4956,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:15:09,4956,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:15:09,4956,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:15:09,4956,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:12,4994,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:15:12,4994,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:15:12,4994,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:12,4994,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: CONGESTION → NORMAL
2026-04-22 11:15:12,4994,[수원광명선] 광명 구봉산터널,[11:09:41] 차선 bootstrap 완료
2026-04-22 11:15:12,4994,[수원광명선] 광명 구봉산터널,[11:09:42] 상태 변경: NORMAL → CONGESTION
2026-04-22 11:15:12,4994,[수원광명선] 광명 구봉산터널,[11:10:43] 상태 변경: CONGESTION → JAM
2026-04-22 11:15:12,4994,[수원광명선] 광명 구봉산터널,[11:10:48] 상태 변경: JAM → CONGESTION
2026-04-22 11:15:15,5035,[수원광명선] 광명 구봉산터널,[11:09:35] 상태 변경: NORMAL → JAM
2026-04-22 11:15:15,5035,[수원광명선] 광명 구봉산터널,[11:09:35] ROI 자동설정 정상 복귀
2026-04-22 11:15:15,5035,[수원광명선] 광명 구봉산터널,[11:09:36] 상태 변경: JAM → CONGESTION
