hour,minute_start,count,jam_sum
13,5,1,0.037271
13,10,1,0.032234
13,15,1,0.039705
13,20,1,0.032715
13,25,1,0.055388
13,30,1,0.051374
13,35,1,0.080619
13,40,1,0.066362
13,45,1,0.065836
13,50,1,0.018135
13,55,1,0.062498
14,0,1,0.058549
14,5,1,0.039825
14,10,1,0.039546
